Descripcion;Importe;Tipo;Categoria
compra farmacia guardia Farmacia;228.18;2;Farmacia
movimiento farmacia central Farmacia;136.59;2;Farmacia
factura farmacia guardia Farmacia;348.22;2;Farmacia
cargo farmacia central Farmacia;38.01;2;Farmacia
ticket farmacia central Farmacia;255.79;2;Farmacia
compra farmacia central Farmacia;205.34;2;Farmacia
factura farmacia central Farmacia;233.26;2;Farmacia
pago tarjeta farmacia central Farmacia;49.62;2;Farmacia
cargo farmacia central Farmacia;138.95;2;Farmacia
ticket farmacia central Farmacia;118.19;2;Farmacia
compra farmacia central Farmacia;317.14;2;Farmacia
ticket farmacia guardia Farmacia;128.40;2;Farmacia
factura farmacia guardia Farmacia;12.08;2;Farmacia
factura farmacia guardia Farmacia;279.48;2;Farmacia
cargo farmacia guardia Farmacia;61.40;2;Farmacia
ticket farmacia central Farmacia;103.04;2;Farmacia
compra farmacia guardia Farmacia;237.92;2;Farmacia
cargo farmacia guardia Farmacia;241.38;2;Farmacia
ticket farmacia guardia Farmacia;345.60;2;Farmacia
movimiento farmacia central Farmacia;243.15;2;Farmacia
compra farmacia central Farmacia;177.42;2;Farmacia
cargo farmacia central Farmacia;237.50;2;Farmacia
movimiento farmacia central Farmacia;227.18;2;Farmacia
movimiento farmacia guardia Farmacia;63.76;2;Farmacia
cargo farmacia central Farmacia;40.96;2;Farmacia
movimiento farmacia central Farmacia;238.97;2;Farmacia
cargo farmacia guardia Farmacia;332.91;2;Farmacia
pago tarjeta farmacia guardia Farmacia;225.33;2;Farmacia
compra farmacia guardia Farmacia;239.69;2;Farmacia
pago tarjeta farmacia central Farmacia;30.09;2;Farmacia
factura farmacia central Farmacia;9.02;2;Farmacia
cargo farmacia central Farmacia;293.75;2;Farmacia
factura farmacia central Farmacia;20.25;2;Farmacia
compra farmacia guardia Farmacia;336.74;2;Farmacia
movimiento farmacia guardia Farmacia;340.25;2;Farmacia
pago tarjeta farmacia central Farmacia;110.29;2;Farmacia
ticket farmacia guardia Farmacia;212.28;2;Farmacia
pago tarjeta farmacia guardia Farmacia;176.19;2;Farmacia
movimiento farmacia guardia Farmacia;105.35;2;Farmacia
movimiento comercio local Financiero;342.85;2;Financiero
factura comercio local Financiero;207.23;2;Financiero
factura servicio online Financiero;152.66;2;Financiero
cargo servicio online Financiero;300.57;2;Financiero
factura comercio local Financiero;41.32;2;Financiero
pago tarjeta proveedor habitual Financiero;113.71;2;Financiero
movimiento comercio local Financiero;30.98;2;Financiero
compra proveedor habitual Financiero;118.38;2;Financiero
cargo proveedor habitual Financiero;115.37;2;Financiero
pago tarjeta proveedor habitual Financiero;269.87;2;Financiero
ticket servicio online Financiero;314.40;2;Financiero
pago tarjeta proveedor habitual Financiero;226.54;2;Financiero
pago tarjeta servicio online Financiero;260.34;2;Financiero
ticket proveedor habitual Financiero;175.10;2;Financiero
ticket comercio local Financiero;175.03;2;Financiero
compra servicio online Financiero;102.16;2;Financiero
factura servicio online Financiero;313.69;2;Financiero
compra servicio online Financiero;19.41;2;Financiero
cargo servicio online Financiero;109.54;2;Financiero
pago tarjeta proveedor habitual Financiero;24.40;2;Financiero
pago tarjeta proveedor habitual Financiero;333.53;2;Financiero
movimiento proveedor habitual Financiero;45.14;2;Financiero
movimiento servicio online Financiero;115.55;2;Financiero
compra proveedor habitual Financiero;340.63;2;Financiero
cargo comercio local Financiero;224.60;2;Financiero
factura proveedor habitual Financiero;124.89;2;Financiero
movimiento comercio local Financiero;292.83;2;Financiero
factura proveedor habitual Financiero;93.56;2;Financiero
pago tarjeta comercio local Financiero;343.47;2;Financiero
compra proveedor habitual Financiero;21.82;2;Financiero
cargo comercio local Financiero;184.61;2;Financiero
pago tarjeta proveedor habitual Financiero;197.29;2;Financiero
ticket servicio online Financiero;314.65;2;Financiero
movimiento proveedor habitual Financiero;275.83;2;Financiero
movimiento comercio local Financiero;173.57;2;Financiero
movimiento proveedor habitual Financiero;346.03;2;Financiero
compra servicio online Financiero;113.32;2;Financiero
ticket comercio local Financiero;77.86;2;Financiero
compra comercio local Financiero;67.88;2;Financiero
ticket proveedor habitual Financiero;67.38;2;Financiero
compra proveedor habitual Financiero;99.68;2;Financiero
compra servicio online Financiero;337.51;2;Financiero
cargo comercio local Financiero;179.15;2;Financiero
movimiento proveedor habitual Financiero;170.08;2;Financiero
factura servicio online Financiero;159.68;2;Financiero
pago tarjeta servicio online Financiero;152.57;2;Financiero
compra proveedor habitual Financiero;248.78;2;Financiero
factura comercio local Financiero;85.76;2;Financiero
factura comercio local Financiero;134.55;2;Financiero
cargo proveedor habitual Financiero;56.90;2;Financiero
factura proveedor habitual Financiero;347.27;2;Financiero
movimiento comercio local Financiero;202.09;2;Financiero
ticket servicio online Financiero;81.19;2;Financiero
movimiento comercio local Financiero;98.87;2;Financiero
pago tarjeta comercio local Financiero;54.15;2;Financiero
ticket proveedor habitual Financiero;232.41;2;Financiero
factura servicio online Financiero;146.10;2;Financiero
compra servicio online Financiero;71.41;2;Financiero
factura proveedor habitual Financiero;155.46;2;Financiero
movimiento proveedor habitual Financiero;49.35;2;Financiero
compra comercio local Food & Drinks Other;87.01;2;Food & Drinks Other
pago tarjeta servicio online Food & Drinks Other;11.60;2;Food & Drinks Other
compra comercio local Food & Drinks Other;180.30;2;Food & Drinks Other
pago tarjeta comercio local Food & Drinks Other;110.04;2;Food & Drinks Other
movimiento proveedor habitual Food & Drinks Other;58.25;2;Food & Drinks Other
factura proveedor habitual Food & Drinks Other;231.59;2;Food & Drinks Other
movimiento proveedor habitual Food & Drinks Other;151.95;2;Food & Drinks Other
cargo proveedor habitual Food & Drinks Other;264.58;2;Food & Drinks Other
ticket comercio local Food & Drinks Other;180.33;2;Food & Drinks Other
pago tarjeta proveedor habitual Food & Drinks Other;257.76;2;Food & Drinks Other
ticket proveedor habitual Food & Drinks Other;55.69;2;Food & Drinks Other
compra comercio local Food & Drinks Other;124.99;2;Food & Drinks Other
pago tarjeta servicio online Food & Drinks Other;306.30;2;Food & Drinks Other
compra servicio online Food & Drinks Other;35.31;2;Food & Drinks Other
cargo servicio online Food & Drinks Other;341.38;2;Food & Drinks Other
ticket comercio local Food & Drinks Other;15.06;2;Food & Drinks Other
ticket proveedor habitual Food & Drinks Other;186.28;2;Food & Drinks Other
pago tarjeta comercio local Food & Drinks Other;78.17;2;Food & Drinks Other
factura comercio local Food & Drinks Other;195.84;2;Food & Drinks Other
pago tarjeta comercio local Food & Drinks Other;253.23;2;Food & Drinks Other
compra servicio online Food & Drinks Other;210.30;2;Food & Drinks Other
ticket comercio local Food & Drinks Other;183.57;2;Food & Drinks Other
factura servicio online Food & Drinks Other;247.52;2;Food & Drinks Other
ticket servicio online Food & Drinks Other;276.82;2;Food & Drinks Other
ticket servicio online Food & Drinks Other;155.26;2;Food & Drinks Other
movimiento comercio local Food & Drinks Other;343.87;2;Food & Drinks Other
ticket proveedor habitual Food & Drinks Other;10.82;2;Food & Drinks Other
compra servicio online Food & Drinks Other;154.15;2;Food & Drinks Other
cargo servicio online Food & Drinks Other;257.27;2;Food & Drinks Other
ticket comercio local Food & Drinks Other;67.51;2;Food & Drinks Other
movimiento servicio online Food & Drinks Other;192.37;2;Food & Drinks Other
pago tarjeta comercio local Food & Drinks Other;190.16;2;Food & Drinks Other
compra comercio local Food & Drinks Other;262.17;2;Food & Drinks Other
ticket servicio online Food & Drinks Other;214.81;2;Food & Drinks Other
factura proveedor habitual Food & Drinks Other;294.64;2;Food & Drinks Other
ticket proveedor habitual Food & Drinks Other;244.88;2;Food & Drinks Other
ticket proveedor habitual Food & Drinks Other;217.02;2;Food & Drinks Other
compra proveedor habitual Food & Drinks Other;318.50;2;Food & Drinks Other
pago tarjeta proveedor habitual Food & Drinks Other;248.33;2;Food & Drinks Other
factura comercio local Food & Drinks Other;44.69;2;Food & Drinks Other
movimiento comercio local Food & Drinks Other;302.08;2;Food & Drinks Other
compra proveedor habitual Food & Drinks Other;74.00;2;Food & Drinks Other
compra proveedor habitual Food & Drinks Other;42.61;2;Food & Drinks Other
compra servicio online Food & Drinks Other;35.11;2;Food & Drinks Other
ticket servicio online Food & Drinks Other;341.98;2;Food & Drinks Other
movimiento servicio online Food & Drinks Other;93.17;2;Food & Drinks Other
cargo proveedor habitual Food & Drinks Other;85.01;2;Food & Drinks Other
compra proveedor habitual Food & Drinks Other;67.02;2;Food & Drinks Other
movimiento proveedor habitual Food & Drinks Other;198.43;2;Food & Drinks Other
pago tarjeta servicio online Food & Drinks Other;113.88;2;Food & Drinks Other
compra comercio local Food & Drinks Other;181.71;2;Food & Drinks Other
cargo proveedor habitual Food & Drinks Other;142.83;2;Food & Drinks Other
cargo proveedor habitual Food & Drinks Other;177.29;2;Food & Drinks Other
compra comercio local Food & Drinks Other;332.08;2;Food & Drinks Other
pago tarjeta comercio local Food & Drinks Other;8.22;2;Food & Drinks Other
pago tarjeta proveedor habitual Food & Drinks Other;163.09;2;Food & Drinks Other
cargo comercio local Food & Drinks Other;89.63;2;Food & Drinks Other
ticket proveedor habitual Food & Drinks Other;56.54;2;Food & Drinks Other
factura proveedor habitual Food & Drinks Other;69.56;2;Food & Drinks Other
movimiento comercio local Food & Drinks Other;243.64;2;Food & Drinks Other
movimiento comercio local Gastos;50.40;2;Gastos
cargo comercio local Gastos;254.13;2;Gastos
pago tarjeta comercio local Gastos;248.57;2;Gastos
pago tarjeta comercio local Gastos;256.13;2;Gastos
movimiento comercio local Gastos;338.85;2;Gastos
ticket comercio local Gastos;85.38;2;Gastos
pago tarjeta proveedor habitual Gastos;122.87;2;Gastos
ticket comercio local Gastos;299.10;2;Gastos
factura servicio online Gastos;302.67;2;Gastos
movimiento proveedor habitual Gastos;187.08;2;Gastos
pago tarjeta proveedor habitual Gastos;286.01;2;Gastos
movimiento comercio local Gastos;172.17;2;Gastos
ticket servicio online Gastos;264.30;2;Gastos
cargo servicio online Gastos;311.32;2;Gastos
factura proveedor habitual Gastos;103.72;2;Gastos
pago tarjeta proveedor habitual Gastos;336.92;2;Gastos
factura proveedor habitual Gastos;178.23;2;Gastos
cargo proveedor habitual Gastos;97.25;2;Gastos
cargo servicio online Gastos;109.97;2;Gastos
compra comercio local Gastos;149.94;2;Gastos
movimiento proveedor habitual Gastos;304.89;2;Gastos
cargo servicio online Gastos;275.96;2;Gastos
movimiento servicio online Gastos;64.57;2;Gastos
factura comercio local Gastos;304.27;2;Gastos
pago tarjeta proveedor habitual Gastos;97.37;2;Gastos
pago tarjeta proveedor habitual Gastos;87.79;2;Gastos
compra comercio local Gastos;150.49;2;Gastos
pago tarjeta comercio local Gastos;159.27;2;Gastos
movimiento servicio online Gastos;74.51;2;Gastos
ticket comercio local Gastos;172.31;2;Gastos
factura comercio local Gastos;79.04;2;Gastos
compra proveedor habitual Gastos;131.43;2;Gastos
cargo comercio local Gastos;315.22;2;Gastos
movimiento servicio online Gastos;84.21;2;Gastos
pago tarjeta proveedor habitual Gastos;6.72;2;Gastos
compra proveedor habitual Gastos;338.11;2;Gastos
pago tarjeta comercio local Gastos;30.24;2;Gastos
compra comercio local Gastos;76.31;2;Gastos
pago tarjeta servicio online Gastos;70.70;2;Gastos
factura proveedor habitual Gastos;82.77;2;Gastos
factura servicio online Gastos;303.93;2;Gastos
factura comercio local Gastos;84.09;2;Gastos
movimiento proveedor habitual Gastos;205.81;2;Gastos
movimiento servicio online Gastos;328.69;2;Gastos
compra proveedor habitual Gastos;276.10;2;Gastos
movimiento servicio online Gastos;38.38;2;Gastos
ticket servicio online Gastos;47.32;2;Gastos
ticket proveedor habitual Gastos;309.92;2;Gastos
factura servicio online Gastos;149.70;2;Gastos
movimiento servicio online Gastos;222.36;2;Gastos
pago tarjeta proveedor habitual Gastos;283.68;2;Gastos
movimiento servicio online Gastos;333.36;2;Gastos
cargo servicio online Gastos;268.03;2;Gastos
ticket proveedor habitual Gastos;221.20;2;Gastos
factura comercio local Gastos;228.04;2;Gastos
ticket proveedor habitual Gastos;309.34;2;Gastos
cargo proveedor habitual Gastos;326.36;2;Gastos
movimiento proveedor habitual Gastos;114.72;2;Gastos
ticket comercio local Gastos;318.85;2;Gastos
movimiento servicio online Gastos;25.73;2;Gastos
compra servicio online Gastos profesionales;257.86;2;Gastos profesionales
movimiento comercio local Gastos profesionales;156.38;2;Gastos profesionales
movimiento comercio local Gastos profesionales;101.25;2;Gastos profesionales
cargo servicio online Gastos profesionales;41.29;2;Gastos profesionales
ticket servicio online Gastos profesionales;44.37;2;Gastos profesionales
factura proveedor habitual Gastos profesionales;110.52;2;Gastos profesionales
ticket proveedor habitual Gastos profesionales;44.49;2;Gastos profesionales
cargo servicio online Gastos profesionales;290.40;2;Gastos profesionales
compra proveedor habitual Gastos profesionales;251.06;2;Gastos profesionales
cargo comercio local Gastos profesionales;135.93;2;Gastos profesionales
cargo comercio local Gastos profesionales;75.51;2;Gastos profesionales
factura comercio local Gastos profesionales;160.10;2;Gastos profesionales
movimiento servicio online Gastos profesionales;190.81;2;Gastos profesionales
cargo servicio online Gastos profesionales;52.68;2;Gastos profesionales
pago tarjeta servicio online Gastos profesionales;204.08;2;Gastos profesionales
movimiento proveedor habitual Gastos profesionales;234.67;2;Gastos profesionales
compra servicio online Gastos profesionales;330.34;2;Gastos profesionales
cargo proveedor habitual Gastos profesionales;168.78;2;Gastos profesionales
cargo servicio online Gastos profesionales;295.20;2;Gastos profesionales
ticket servicio online Gastos profesionales;27.88;2;Gastos profesionales
ticket proveedor habitual Gastos profesionales;138.82;2;Gastos profesionales
ticket servicio online Gastos profesionales;186.53;2;Gastos profesionales
movimiento servicio online Gastos profesionales;279.46;2;Gastos profesionales
ticket servicio online Gastos profesionales;230.53;2;Gastos profesionales
factura servicio online Gastos profesionales;38.19;2;Gastos profesionales
factura proveedor habitual Gastos profesionales;189.43;2;Gastos profesionales
cargo comercio local Gastos profesionales;213.59;2;Gastos profesionales
cargo proveedor habitual Gastos profesionales;132.91;2;Gastos profesionales
factura proveedor habitual Gastos profesionales;328.11;2;Gastos profesionales
factura proveedor habitual Gastos profesionales;265.59;2;Gastos profesionales
compra proveedor habitual Gastos profesionales;266.94;2;Gastos profesionales
cargo servicio online Gastos profesionales;146.98;2;Gastos profesionales
factura proveedor habitual Gastos profesionales;242.28;2;Gastos profesionales
ticket comercio local Gastos profesionales;198.58;2;Gastos profesionales
cargo comercio local Gastos profesionales;36.49;2;Gastos profesionales
compra proveedor habitual Gastos profesionales;26.63;2;Gastos profesionales
cargo comercio local Gastos profesionales;220.54;2;Gastos profesionales
pago tarjeta comercio local Gastos profesionales;123.68;2;Gastos profesionales
compra comercio local Gastos profesionales;294.80;2;Gastos profesionales
cargo comercio local Gastos profesionales;212.35;2;Gastos profesionales
factura proveedor habitual Gastos profesionales;318.26;2;Gastos profesionales
compra comercio local Gastos profesionales;150.11;2;Gastos profesionales
factura servicio online Gastos profesionales;84.53;2;Gastos profesionales
cargo comercio local Gastos profesionales;62.69;2;Gastos profesionales
compra servicio online Gastos profesionales;183.26;2;Gastos profesionales
movimiento proveedor habitual Gastos profesionales;209.15;2;Gastos profesionales
movimiento servicio online Gastos profesionales;73.90;2;Gastos profesionales
cargo proveedor habitual Gastos profesionales;271.15;2;Gastos profesionales
pago tarjeta servicio online Gastos profesionales;132.00;2;Gastos profesionales
movimiento comercio local Gastos profesionales;6.71;2;Gastos profesionales
movimiento servicio online Gastos profesionales;185.26;2;Gastos profesionales
compra proveedor habitual Gastos profesionales;258.45;2;Gastos profesionales
pago tarjeta comercio local Gastos profesionales;248.89;2;Gastos profesionales
compra comercio local Gastos profesionales;247.45;2;Gastos profesionales
movimiento servicio online Gastos profesionales;214.56;2;Gastos profesionales
cargo comercio local Gastos profesionales;157.91;2;Gastos profesionales
compra comercio local Gastos profesionales;193.49;2;Gastos profesionales
cargo comercio local Gastos profesionales;34.52;2;Gastos profesionales
cargo comercio local Gastos profesionales;140.94;2;Gastos profesionales
compra comercio local Gastos profesionales;78.64;2;Gastos profesionales
pago tarjeta comercio local Health & Beauty Other;89.61;2;Health & Beauty Other
ticket comercio local Health & Beauty Other;42.71;2;Health & Beauty Other
ticket servicio online Health & Beauty Other;74.44;2;Health & Beauty Other
ticket proveedor habitual Health & Beauty Other;303.67;2;Health & Beauty Other
cargo proveedor habitual Health & Beauty Other;224.93;2;Health & Beauty Other
movimiento servicio online Health & Beauty Other;247.85;2;Health & Beauty Other
movimiento proveedor habitual Health & Beauty Other;246.25;2;Health & Beauty Other
movimiento proveedor habitual Health & Beauty Other;126.08;2;Health & Beauty Other
compra comercio local Health & Beauty Other;238.17;2;Health & Beauty Other
factura comercio local Health & Beauty Other;222.98;2;Health & Beauty Other
pago tarjeta servicio online Health & Beauty Other;95.58;2;Health & Beauty Other
movimiento servicio online Health & Beauty Other;255.45;2;Health & Beauty Other
compra proveedor habitual Health & Beauty Other;262.98;2;Health & Beauty Other
movimiento servicio online Health & Beauty Other;156.64;2;Health & Beauty Other
ticket comercio local Health & Beauty Other;291.55;2;Health & Beauty Other
movimiento comercio local Health & Beauty Other;282.42;2;Health & Beauty Other
factura comercio local Health & Beauty Other;173.52;2;Health & Beauty Other
ticket servicio online Health & Beauty Other;163.42;2;Health & Beauty Other
factura comercio local Health & Beauty Other;11.73;2;Health & Beauty Other
pago tarjeta servicio online Health & Beauty Other;156.52;2;Health & Beauty Other
cargo comercio local Health & Beauty Other;204.16;2;Health & Beauty Other
pago tarjeta comercio local Health & Beauty Other;55.63;2;Health & Beauty Other
pago tarjeta proveedor habitual Health & Beauty Other;317.40;2;Health & Beauty Other
factura comercio local Health & Beauty Other;126.88;2;Health & Beauty Other
movimiento comercio local Health & Beauty Other;184.09;2;Health & Beauty Other
compra servicio online Health & Beauty Other;227.06;2;Health & Beauty Other
pago tarjeta comercio local Health & Beauty Other;304.60;2;Health & Beauty Other
compra proveedor habitual Health & Beauty Other;254.96;2;Health & Beauty Other
compra comercio local Health & Beauty Other;149.95;2;Health & Beauty Other
pago tarjeta comercio local Health & Beauty Other;119.85;2;Health & Beauty Other
ticket servicio online Health & Beauty Other;278.15;2;Health & Beauty Other
ticket comercio local Health & Beauty Other;299.82;2;Health & Beauty Other
movimiento comercio local Health & Beauty Other;307.52;2;Health & Beauty Other
compra proveedor habitual Health & Beauty Other;232.21;2;Health & Beauty Other
compra comercio local Health & Beauty Other;139.69;2;Health & Beauty Other
factura proveedor habitual Health & Beauty Other;210.11;2;Health & Beauty Other
compra servicio online Health & Beauty Other;80.42;2;Health & Beauty Other
factura proveedor habitual Health & Beauty Other;295.15;2;Health & Beauty Other
cargo comercio local Health & Beauty Other;330.23;2;Health & Beauty Other
ticket proveedor habitual Health & Beauty Other;158.16;2;Health & Beauty Other
factura proveedor habitual Health & Beauty Other;262.84;2;Health & Beauty Other
cargo servicio online Health & Beauty Other;101.75;2;Health & Beauty Other
pago tarjeta proveedor habitual Health & Beauty Other;90.93;2;Health & Beauty Other
cargo servicio online Health & Beauty Other;322.12;2;Health & Beauty Other
factura proveedor habitual Health & Beauty Other;226.57;2;Health & Beauty Other
cargo comercio local Health & Beauty Other;202.54;2;Health & Beauty Other
ticket proveedor habitual Health & Beauty Other;213.83;2;Health & Beauty Other
compra proveedor habitual Health & Beauty Other;50.17;2;Health & Beauty Other
factura comercio local Health & Beauty Other;319.82;2;Health & Beauty Other
factura servicio online Health & Beauty Other;339.47;2;Health & Beauty Other
compra servicio online Health & Beauty Other;160.82;2;Health & Beauty Other
compra comercio local Health & Beauty Other;169.07;2;Health & Beauty Other
cargo servicio online Health & Beauty Other;6.78;2;Health & Beauty Other
ticket comercio local Health & Beauty Other;279.19;2;Health & Beauty Other
pago tarjeta comercio local Health & Beauty Other;183.94;2;Health & Beauty Other
factura servicio online Health & Beauty Other;254.54;2;Health & Beauty Other
ticket comercio local Health & Beauty Other;244.80;2;Health & Beauty Other
cargo proveedor habitual Health & Beauty Other;299.60;2;Health & Beauty Other
pago tarjeta servicio online Health & Beauty Other;217.87;2;Health & Beauty Other
compra servicio online Health & Beauty Other;256.58;2;Health & Beauty Other
compra banco hipoteca Hipoteca e intereses;1096.76;2;Hipoteca e intereses
ticket cuota hipotecaria Hipoteca e intereses;724.90;2;Hipoteca e intereses
pago tarjeta banco hipoteca Hipoteca e intereses;541.14;2;Hipoteca e intereses
factura banco hipoteca Hipoteca e intereses;1280.08;2;Hipoteca e intereses
compra cuota hipotecaria Hipoteca e intereses;637.21;2;Hipoteca e intereses
factura banco hipoteca Hipoteca e intereses;1308.88;2;Hipoteca e intereses
movimiento cuota hipotecaria Hipoteca e intereses;1280.11;2;Hipoteca e intereses
ticket cuota hipotecaria Hipoteca e intereses;1086.81;2;Hipoteca e intereses
factura banco hipoteca Hipoteca e intereses;1288.00;2;Hipoteca e intereses
ticket cuota hipotecaria Hipoteca e intereses;1109.75;2;Hipoteca e intereses
pago tarjeta cuota hipotecaria Hipoteca e intereses;960.33;2;Hipoteca e intereses
ticket cuota hipotecaria Hipoteca e intereses;696.05;2;Hipoteca e intereses
cargo banco hipoteca Hipoteca e intereses;1365.28;2;Hipoteca e intereses
cargo banco hipoteca Hipoteca e intereses;599.25;2;Hipoteca e intereses
ticket banco hipoteca Hipoteca e intereses;936.97;2;Hipoteca e intereses
pago tarjeta banco hipoteca Hipoteca e intereses;960.86;2;Hipoteca e intereses
movimiento cuota hipotecaria Hipoteca e intereses;1216.29;2;Hipoteca e intereses
movimiento cuota hipotecaria Hipoteca e intereses;857.41;2;Hipoteca e intereses
factura cuota hipotecaria Hipoteca e intereses;638.06;2;Hipoteca e intereses
cargo cuota hipotecaria Hipoteca e intereses;556.04;2;Hipoteca e intereses
pago tarjeta cuota hipotecaria Hipoteca e intereses;1356.78;2;Hipoteca e intereses
movimiento banco hipoteca Hipoteca e intereses;1333.74;2;Hipoteca e intereses
factura banco hipoteca Hipoteca e intereses;1480.78;2;Hipoteca e intereses
cargo banco hipoteca Hipoteca e intereses;564.12;2;Hipoteca e intereses
movimiento banco hipoteca Hipoteca e intereses;505.99;2;Hipoteca e intereses
ticket banco hipoteca Hipoteca e intereses;756.58;2;Hipoteca e intereses
pago tarjeta cuota hipotecaria Hipoteca e intereses;1339.32;2;Hipoteca e intereses
movimiento cuota hipotecaria Hipoteca e intereses;721.40;2;Hipoteca e intereses
movimiento banco hipoteca Hipoteca e intereses;1065.27;2;Hipoteca e intereses
ticket banco hipoteca Hipoteca e intereses;638.19;2;Hipoteca e intereses
ticket cuota hipotecaria Hipoteca e intereses;1063.27;2;Hipoteca e intereses
compra cuota hipotecaria Hipoteca e intereses;1364.43;2;Hipoteca e intereses
movimiento banco hipoteca Hipoteca e intereses;914.86;2;Hipoteca e intereses
factura cuota hipotecaria Hipoteca e intereses;982.86;2;Hipoteca e intereses
ticket cuota hipotecaria Hipoteca e intereses;1209.48;2;Hipoteca e intereses
pago tarjeta cuota hipotecaria Hipoteca e intereses;1344.33;2;Hipoteca e intereses
ticket banco hipoteca Hipoteca e intereses;695.44;2;Hipoteca e intereses
compra cuota hipotecaria Hipoteca e intereses;1389.57;2;Hipoteca e intereses
ticket banco hipoteca Hipoteca e intereses;1385.00;2;Hipoteca e intereses
ticket cuota hipotecaria Hipoteca e intereses;1355.32;2;Hipoteca e intereses
cargo cuota hipotecaria Hipoteca e intereses;1080.59;2;Hipoteca e intereses
factura banco hipoteca Hipoteca e intereses;856.34;2;Hipoteca e intereses
ticket cuota hipotecaria Hipoteca e intereses;881.19;2;Hipoteca e intereses
movimiento cuota hipotecaria Hipoteca e intereses;634.31;2;Hipoteca e intereses
cargo cuota hipotecaria Hipoteca e intereses;728.81;2;Hipoteca e intereses
factura banco hipoteca Hipoteca e intereses;1435.12;2;Hipoteca e intereses
movimiento cuota hipotecaria Hipoteca e intereses;1475.21;2;Hipoteca e intereses
cargo cuota hipotecaria Hipoteca e intereses;758.16;2;Hipoteca e intereses
cargo cuota hipotecaria Hipoteca e intereses;806.00;2;Hipoteca e intereses
pago tarjeta banco hipoteca Hipoteca e intereses;1159.19;2;Hipoteca e intereses
compra cuota hipotecaria Hipoteca e intereses;974.08;2;Hipoteca e intereses
pago tarjeta banco hipoteca Hipoteca e intereses;834.47;2;Hipoteca e intereses
cargo cuota hipotecaria Hipoteca e intereses;996.93;2;Hipoteca e intereses
ticket banco hipoteca Hipoteca e intereses;706.97;2;Hipoteca e intereses
factura banco hipoteca Hipoteca e intereses;739.22;2;Hipoteca e intereses
movimiento cuota hipotecaria Hipoteca e intereses;533.31;2;Hipoteca e intereses
compra cuota hipotecaria Hipoteca e intereses;826.39;2;Hipoteca e intereses
ticket banco hipoteca Hipoteca e intereses;653.70;2;Hipoteca e intereses
movimiento cuota hipotecaria Hipoteca e intereses;1415.61;2;Hipoteca e intereses
pago tarjeta banco hipoteca Hipoteca e intereses;563.71;2;Hipoteca e intereses
compra comercio local Hobby y deporte;60.26;2;Hobby y deporte
factura servicio online Hobby y deporte;226.17;2;Hobby y deporte
pago tarjeta servicio online Hobby y deporte;169.51;2;Hobby y deporte
compra servicio online Hobby y deporte;319.16;2;Hobby y deporte
movimiento servicio online Hobby y deporte;242.32;2;Hobby y deporte
cargo proveedor habitual Hobby y deporte;20.32;2;Hobby y deporte
cargo proveedor habitual Hobby y deporte;140.12;2;Hobby y deporte
compra comercio local Hobby y deporte;292.49;2;Hobby y deporte
cargo servicio online Hobby y deporte;150.94;2;Hobby y deporte
ticket servicio online Hobby y deporte;139.61;2;Hobby y deporte
movimiento comercio local Hobby y deporte;66.54;2;Hobby y deporte
movimiento proveedor habitual Hobby y deporte;162.43;2;Hobby y deporte
factura servicio online Hobby y deporte;279.15;2;Hobby y deporte
cargo servicio online Hobby y deporte;71.91;2;Hobby y deporte
factura proveedor habitual Hobby y deporte;343.18;2;Hobby y deporte
ticket servicio online Hobby y deporte;186.56;2;Hobby y deporte
pago tarjeta proveedor habitual Hobby y deporte;342.11;2;Hobby y deporte
pago tarjeta proveedor habitual Hobby y deporte;221.99;2;Hobby y deporte
movimiento servicio online Hobby y deporte;254.59;2;Hobby y deporte
cargo comercio local Hobby y deporte;55.05;2;Hobby y deporte
movimiento servicio online Hobby y deporte;152.41;2;Hobby y deporte
pago tarjeta servicio online Hobby y deporte;165.16;2;Hobby y deporte
movimiento comercio local Hobby y deporte;149.65;2;Hobby y deporte
movimiento comercio local Hobby y deporte;55.28;2;Hobby y deporte
ticket comercio local Hobby y deporte;224.62;2;Hobby y deporte
compra comercio local Hobby y deporte;319.53;2;Hobby y deporte
cargo proveedor habitual Hobby y deporte;299.48;2;Hobby y deporte
pago tarjeta comercio local Hobby y deporte;316.23;2;Hobby y deporte
factura proveedor habitual Hobby y deporte;139.01;2;Hobby y deporte
ticket comercio local Hobby y deporte;149.42;2;Hobby y deporte
ticket comercio local Hobby y deporte;95.88;2;Hobby y deporte
factura servicio online Hobby y deporte;293.64;2;Hobby y deporte
ticket comercio local Hobby y deporte;6.17;2;Hobby y deporte
ticket proveedor habitual Hobby y deporte;175.90;2;Hobby y deporte
movimiento proveedor habitual Hobby y deporte;42.42;2;Hobby y deporte
pago tarjeta proveedor habitual Hobby y deporte;198.34;2;Hobby y deporte
ticket proveedor habitual Hobby y deporte;138.48;2;Hobby y deporte
ticket proveedor habitual Hobby y deporte;65.48;2;Hobby y deporte
ticket servicio online Hobby y deporte;69.09;2;Hobby y deporte
compra servicio online Hobby y deporte;282.28;2;Hobby y deporte
movimiento comercio local Hobby y deporte;163.89;2;Hobby y deporte
cargo comercio local Hobby y deporte;348.86;2;Hobby y deporte
pago tarjeta comercio local Hobby y deporte;285.83;2;Hobby y deporte
factura proveedor habitual Hobby y deporte;297.39;2;Hobby y deporte
movimiento servicio online Hobby y deporte;265.17;2;Hobby y deporte
